surrgain,entropy,EpisodesSoFar,entloss,ev_tdlam_before,EpThisIter,TimeElapsed,EpTrueRewMean,TimestepsSoFar,optimgain,EpRewMean,meankl,EpLenMean
0.037643284,2.4270592,637,0.0,0.22969919443130493,1,4351.697632074356,1947.8760886863288,538032,0.037643284,134.33826,0.009710816,565.825
0.069142066,2.3649905,639,0.0,0.937823697924614,2,4377.091612577438,1950.9912515255987,540582,0.069142066,134.1152,0.010218852,567.0
0.050090738,2.3064044,640,0.0,0.744482547044754,1,4401.439313650131,1995.1495102307927,543582,0.050090738,137.1492,0.0098859975,579.075
0.06175173,2.311652,644,0.0,0.9520465955138206,4,4426.987962245941,2014.522478096486,548874,0.06175173,139.87146,0.010555323,583.7
0.04306958,2.2907171,645,0.0,0.3614962697029114,1,4451.410045862198,2088.0577775067445,551874,0.04306958,144.75069,0.010215566,603.825
0.052271124,2.2792609,647,0.0,-0.08467543125152588,2,4477.045013427734,2051.059555752756,554961,0.052271124,142.26736,0.010089708,593.05
0.04706737,2.2980509,649,0.0,0.7210777997970581,2,4501.32554268837,2162.609022660558,560487,0.04706737,149.62325,0.011395147,624.575
0.058491882,2.3141804,654,0.0,0.9446685835719109,5,4527.228801250458,1967.990304626285,563757,0.058491882,138.13632,0.010226219,568.0
0.057943128,2.3318427,655,0.0,0.9746693950146437,1,4551.710274934769,1953.5096382532743,564522,0.057943128,137.11186,0.009877699,564.075
0.047763783,2.279917,656,0.0,-0.14336156845092773,1,4576.655963182449,2003.9160538861797,567522,0.047763783,140.51163,0.010429027,578.125
0.06060362,2.2454774,657,0.0,0.9459372386336327,1,4601.187959194183,2049.8439850698514,570138,0.06060362,144.00711,0.010307921,590.075
0.062234227,2.2070904,659,0.0,0.9586307778954506,2,4627.170810699463,2021.461565212164,572787,0.062234227,141.78348,0.012759883,581.825
0.051362537,2.1494963,660,0.0,0.7026369273662567,1,4651.449072122574,2063.550053694332,575787,0.051362537,144.66861,0.009676814,593.325
0.040901005,2.1795561,661,0.0,0.023116767406463623,1,4676.858597517014,2127.4305387763707,578787,0.040901005,149.12424,0.010094331,610.8
0.058714222,2.178817,664,0.0,0.9617554880678654,3,4701.510078191757,2097.894855196611,582681,0.058714222,146.55923,0.00974601,600.95
0.055231646,2.1488397,666,0.0,0.8902205526828766,2,4726.573490619659,2132.3722105248753,585843,0.055231646,148.57538,0.010160773,609.975
0.047013007,2.1059768,669,0.0,0.8096798956394196,3,4751.393330812454,2062.50078972931,590766,0.047013007,142.25563,0.009769715,591.225
0.05311136,2.0471506,671,0.0,0.7162096798419952,2,4775.919805765152,2139.728030745394,595941,0.05311136,147.3945,0.010618872,612.45
0.04306133,2.009552,673,0.0,0.5620579421520233,2,4800.709141731262,2109.685757536164,600555,0.04306133,145.65079,0.01223783,603.325
0.053156774,2.0027618,674,0.0,0.1252075433731079,1,4825.236781358719,2112.4817318650043,603555,0.053156774,145.87209,0.010237834,603.325
0.044804372,2.0083628,675,0.0,0.15838778018951416,1,4850.764583110809,2176.3157847700036,606555,0.044804372,150.46088,0.010302345,621.025
0.040125716,1.9803027,676,0.0,0.09207653999328613,1,4875.112714290619,2176.075975388627,609555,0.040125716,150.36465,0.010171501,621.025
