meankl,entropy,surrgain,EpisodesSoFar,EpLenMean,ev_tdlam_before,optimgain,EpTrueRewMean,TimestepsSoFar,TimeElapsed,entloss,EpRewMean,EpThisIter
0.00824927,7.6057615,0.08887842,330,226.775,0.8918360248208046,0.08887842,403.5960436188146,65037,280.64736557006836,0.0,149.25179,5
0.0075400923,7.6186066,0.10255177,335,233.1,0.8652038276195526,0.10255177,420.30205432559126,66147,284.97386169433594,0.0,149.85913,5
0.008052923,7.621203,0.0881957,340,232.175,0.8531940877437592,0.0881957,425.862372120266,67290,289.2675111293793,0.0,148.55367,5
0.0068308,7.616529,0.08271628,344,225.4,0.824695810675621,0.08271628,426.3149741735124,68230,293.5976839065552,0.0,145.63785,4
0.007678711,7.608459,0.10029054,348,228.7,0.8748065233230591,0.10029054,435.196076951641,69210,297.9034309387207,0.0,148.04788,4
0.007990094,7.5906334,0.11623952,352,230.975,0.9130459576845169,0.11623952,441.193838904903,70248,302.22200751304626,0.0,145.17166,4
0.007850567,7.584213,0.09087686,356,240.35,0.9037444666028023,0.09087686,465.7093624433266,71573,306.5194637775421,0.0,150.99956,4
0.007373472,7.6013145,0.0821181,360,239.825,0.8870155960321426,0.0821181,470.44954613515836,72624,310.788419008255,0.0,150.24411,4
0.007852479,7.593873,0.103921264,364,249.775,0.8725777417421341,0.103921264,488.6056512707434,73814,315.09125566482544,0.0,155.7784,4
0.0077690436,7.58385,0.091474086,368,256.45,0.8524895012378693,0.091474086,505.09441271812,74884,319.3871560096741,0.0,161.03093,4
0.007302675,7.58049,0.10847977,372,260.3,0.6925348937511444,0.10847977,514.1073203981248,75918,323.67770075798035,0.0,164.00627,4
0.007221273,7.596268,0.10003639,374,270.85,0.8211821764707565,0.10003639,538.2148156403402,76752,327.9346444606781,0.0,173.35371,2
0.007953695,7.5820885,0.09283725,376,278.975,0.8486249595880508,0.09283725,537.1000540257107,77541,332.2258276939392,0.0,174.19551,2
0.008123797,7.5566254,0.10654274,379,281.125,0.9131326153874397,0.10654274,541.6818025795652,78344,336.54179525375366,0.0,172.7583,3
0.0077334074,7.551148,0.09745723,381,286.625,0.7875887602567673,0.09745723,555.0457752104585,78992,340.8347773551941,0.0,175.15369,2
0.008325562,7.5240436,0.0871999,386,283.175,0.8743636310100555,0.0871999,550.1504760362734,80109,345.16852593421936,0.0,169.72917,5
