meankl,EpRewMean,EpisodesSoFar,entloss,optimgain,TimeElapsed,EpThisIter,TimestepsSoFar,EpLenMean,surrgain,EpTrueRewMean,entropy,ev_tdlam_before
0.011854993,53.943977,1078,0.0,0.26889977,412.6363410949707,13,197229,80.975,0.26889977,393.30061330307416,23.542948,0.8041565269231796
0.012055537,51.188004,1092,0.0,0.20678368,419.074893951416,14,200349,77.875,0.20678368,378.0400963977524,23.538557,0.8126879036426544
0.010561866,58.382763,1103,0.0,0.22268045,425.630001783371,11,203517,81.9,0.22268045,398.41932400183634,23.534918,0.831872969865799
0.010796372,60.255394,1115,0.0,0.21036321,431.9731276035309,12,206733,85.75,0.21036321,415.98222694507274,23.519854,0.8195662200450897
0.01123788,63.701088,1128,0.0,0.24014634,438.4743916988373,13,210003,87.175,0.24014634,431.881406514203,23.506268,0.9046710133552551
0.010894644,58.0848,1142,0.0,0.23820573,445.002140045166,14,213135,82.625,0.23820573,409.181142659378,23.518732,0.8297052085399628
0.011800218,55.442455,1155,0.0,0.23567337,451.3902928829193,13,216507,81.45,0.23567337,407.12647546159087,23.510233,0.7826033979654312
0.0109839365,51.467407,1168,0.0,0.2405321,457.86917638778687,13,219588,79.875,0.2405321,396.5537074291706,23.523417,0.8336357176303864
0.010504738,52.837303,1180,0.0,0.24018592,464.4180359840393,12,222675,82.1,0.24018592,404.74123334980993,23.520512,0.777290403842926
0.01180236,54.969738,1191,0.0,0.24831828,470.89920949935913,11,225762,85.6,0.24831828,420.828523909969,23.516134,0.8008113652467728
0.011396626,58.82531,1203,0.0,0.24390788,477.35066294670105,12,228897,87.2,0.24390788,427.45076075448816,23.50555,0.843172013759613
0.011880839,59.541332,1215,0.0,0.25168687,483.7409579753876,12,231807,86.55,0.25168687,425.51044610708084,23.500814,0.8811386972665787
0.011757495,58.978508,1226,0.0,0.28040582,490.0401568412781,11,234717,84.525,0.28040582,417.45888947486327,23.51491,0.8761170655488968
0.011537128,61.106926,1238,0.0,0.27253935,496.5273883342743,12,237756,86.025,0.27253935,428.29414520677074,23.49554,0.8771333694458008
0.011589942,56.479603,1250,0.0,0.23961416,502.8748269081116,12,240681,83.875,0.23961416,418.9256884635437,23.489662,0.8295342922210693
0.012010948,54.913746,1262,0.0,0.26502573,509.33667826652527,12,243678,83.75,0.26502573,419.00841668865144,23.503971,0.7636996209621429
0.012134117,51.09579,1276,0.0,0.22515598,515.7119932174683,14,246921,79.825,0.22515598,397.0826075633521,23.508123,0.7904889732599258
0.011705016,56.911125,1286,0.0,0.23967156,522.1467051506042,10,249906,85.75,0.23967156,423.5973739463369,23.490885,0.8293590396642685
0.012515344,59.06853,1299,0.0,0.29178965,528.5442011356354,13,253122,86.75,0.29178965,429.35639265671614,23.488443,0.8467023819684982
0.0108231455,57.67936,1312,0.0,0.21497226,535.0642082691193,13,256377,85.55,0.21497226,424.90691635602724,23.493587,0.8833748772740364
0.012537094,60.75359,1323,0.0,0.30619386,541.5686490535736,11,259470,87.825,0.30619386,432.720799942024,23.498129,0.7680643498897552
0.011738846,59.990517,1336,0.0,0.23232016,548.1136932373047,13,262593,86.675,0.23232016,431.5321338672279,23.508236,0.8294674307107925
